id;species;test_date;test_time;test_order;video_box;camera;ISO;Exposure;observer;sociality_barred_id;sociality_black_id;capture_date;release_date;location;depth_feet;home_tank;tank_mate_id;home_tank_combination;SDL_cm;Distance_moved_cm;Velocity_cm.s;In_zone_Frequency;In_zone_cum_duration;In_zone_latency;Acceleration_min_cm.s2;Acceleration_max_cm.s2;vid_id;Distance_per_body_length;Velocity_body_length.s;escape_video_scored;escape_response_trial;starting_position;duration;quadrants;speed;reaction;swimming_behaviour;total.time.at.barred.stimulus;total.time.at.black.stimulus;total.time.at.rock;time.at.barred.stimulus.Trial.1;time.at.black.stimulus.Trial.1;time.at.rock.Trial.1;time.at.barred.stimulus.Trial.2;time.at.black.stimulus.Trial.2;time.at.rock.Trial.2
BD22-098;black;29.10.2022;15:28:00;OFT_ESC_SOC;right_box;0A4F;1800;1;MH;BD22-087;BD22-081;27.10.2022;03.11.2022;Lagoon_A;10;3;BD22-097;black_black;7,03;942,838;1,74593;1;540,052;0;-893,533;914,466;E:\test_videos\OFT\vids_cut\l_algned\098_OFT.MP4-cut.mov;134,1163585;0,248354196;Mel;3;middle;2,24;3;0,746666667;to_hand_include;stationary;88;54;12;80;44;8;8;10;4
BD22-098;black;29.10.2022;15:28:00;OFT_ESC_SOC;right_box;0A4F;1800;1;MH;BD22-087;BD22-081;27.10.2022;03.11.2022;Lagoon_A;10;3;BD22-097;black_black;7,03;942,838;1,74593;1;540,052;0;-893,533;914,466;E:\test_videos\OFT\vids_cut\l_algned\098_OFT.MP4-cut.mov;134,1163585;0,248354196;Mel;4;middle;1,64;4;0,41;to_hand_include;stationary;88;54;12;80;44;8;8;10;4
BD22-099;barred;29.10.2022;12:11:00;OFT_ESC_SOC;left_box;7607;1800;1;MH;BD22-083;BD22-103;27.10.2022;03.11.2022;Lagoon_A;10;4;BD22-100;barred_barred;6,84;36,8807;0,0682957;1;540,049;0;-598,517;598,517;E:\test_videos\OFT\vids_cut\r_aligned\099_OFT.MP4-cut.mov;5,391915205;0,009984751;Marco;1;middle;1,8;3;0,6;to_hand_include;stationary;162;90;20;128;78;14;34;12;6
BD22-099;barred;29.10.2022;12:11:00;OFT_ESC_SOC;left_box;7607;1800;1;MH;BD22-083;BD22-103;27.10.2022;03.11.2022;Lagoon_A;10;4;BD22-100;barred_barred;6,84;36,8807;0,0682957;1;540,049;0;-598,517;598,517;E:\test_videos\OFT\vids_cut\r_aligned\099_OFT.MP4-cut.mov;5,391915205;0,009984751;Marco;2;far_side;0,4;2;0,2;to_hand_include;stationary;162;90;20;128;78;14;34;12;6
BD22-099;barred;29.10.2022;12:11:00;OFT_ESC_SOC;left_box;7607;1800;1;MH;BD22-083;BD22-103;27.10.2022;03.11.2022;Lagoon_A;10;4;BD22-100;barred_barred;6,84;36,8807;0,0682957;1;540,049;0;-598,517;598,517;E:\test_videos\OFT\vids_cut\r_aligned\099_OFT.MP4-cut.mov;5,391915205;0,009984751;Marco;3;middle;2;4;0,5;to_hand_include;stationary;162;90;20;128;78;14;34;12;6
BD22-099;barred;29.10.2022;12:11:00;OFT_ESC_SOC;left_box;7607;1800;1;MH;BD22-083;BD22-103;27.10.2022;03.11.2022;Lagoon_A;10;4;BD22-100;barred_barred;6,84;36,8807;0,0682957;1;540,049;0;-598,517;598,517;E:\test_videos\OFT\vids_cut\r_aligned\099_OFT.MP4-cut.mov;5,391915205;0,009984751;Marco;4;far_side;0,4;2;0,2;to_hand_include;stationary;162;90;20;128;78;14;34;12;6
BD22-100;barred;29.10.2022;12:13:00;OFT_ESC_SOC;right_box;0A4F;1800;1;MH;BD22-087;BD22-081;27.10.2022;31.10.2022;Lagoon_A;10;4;BD22-099;barred_barred;6,24;102,983;0,190703;1;540,052;0;-772,23;772,23;E:\test_videos\OFT\vids_cut\l_algned\100_OFT.MP4-cut.mov;16,5036859;0,030561378;Marco;1;close_side;0,6;3;0,2;to_hand_include;stationary;24;254;0;0;250;0;24;4;0
BD22-100;barred;29.10.2022;12:13:00;OFT_ESC_SOC;right_box;0A4F;1800;1;MH;BD22-087;BD22-081;27.10.2022;31.10.2022;Lagoon_A;10;4;BD22-099;barred_barred;6,24;102,983;0,190703;1;540,052;0;-772,23;772,23;E:\test_videos\OFT\vids_cut\l_algned\100_OFT.MP4-cut.mov;16,5036859;0,030561378;Marco;2;far_side;0,3;2;0,15;to_hand_include;stationary;24;254;0;0;250;0;24;4;0
BD22-100;barred;29.10.2022;12:13:00;OFT_ESC_SOC;right_box;0A4F;1800;1;MH;BD22-087;BD22-081;27.10.2022;31.10.2022;Lagoon_A;10;4;BD22-099;barred_barred;6,24;102,983;0,190703;1;540,052;0;-772,23;772,23;E:\test_videos\OFT\vids_cut\l_algned\100_OFT.MP4-cut.mov;16,5036859;0,030561378;Marco;3;middle;1,1;3;0,366666667;to_hand_include;stationary;24;254;0;0;250;0;24;4;0
BD22-100;barred;29.10.2022;12:13:00;OFT_ESC_SOC;right_box;0A4F;1800;1;MH;BD22-087;BD22-081;27.10.2022;31.10.2022;Lagoon_A;10;4;BD22-099;barred_barred;6,24;102,983;0,190703;1;540,052;0;-772,23;772,23;E:\test_videos\OFT\vids_cut\l_algned\100_OFT.MP4-cut.mov;16,5036859;0,030561378;Marco;4;far_side;1,7;3;0,566666667;to_hand_include;stationary;24;254;0;0;250;0;24;4;0
BD22-101;black;29.10.2022;11:21:00;OFT_ESC_SOC;left_box;7607;1800;1;MH;BD22-083;BD22-103;27.10.2022;31.10.2022;Lagoon_A;10;5;BD22-102;black_barred;7,17;40,9394;0,0758116;1;540,049;0;-565,181;565,181;E:\test_videos\OFT\vids_cut\r_aligned\101_OFT.MP4-cut.mov;5,709818689;0,010573445;Marco;1;close_side;0,9;1;0,9;touched;stationary;330;214;8;62;152;8;268;62;0
BD22-101;black;29.10.2022;11:21:00;OFT_ESC_SOC;left_box;7607;1800;1;MH;BD22-083;BD22-103;27.10.2022;31.10.2022;Lagoon_A;10;5;BD22-102;black_barred;7,17;40,9394;0,0758116;1;540,049;0;-565,181;565,181;E:\test_videos\OFT\vids_cut\r_aligned\101_OFT.MP4-cut.mov;5,709818689;0,010573445;Marco;2;close_side;0,1;1;0,1;touched;stationary;330;214;8;62;152;8;268;62;0
BD22-101;black;29.10.2022;11:21:00;OFT_ESC_SOC;left_box;7607;1800;1;MH;BD22-083;BD22-103;27.10.2022;31.10.2022;Lagoon_A;10;5;BD22-102;black_barred;7,17;40,9394;0,0758116;1;540,049;0;-565,181;565,181;E:\test_videos\OFT\vids_cut\r_aligned\101_OFT.MP4-cut.mov;5,709818689;0,010573445;Marco;3;close_side;0,1;1;0,1;touched;stationary;330;214;8;62;152;8;268;62;0
BD22-101;black;29.10.2022;11:21:00;OFT_ESC_SOC;left_box;7607;1800;1;MH;BD22-083;BD22-103;27.10.2022;31.10.2022;Lagoon_A;10;5;BD22-102;black_barred;7,17;40,9394;0,0758116;1;540,049;0;-565,181;565,181;E:\test_videos\OFT\vids_cut\r_aligned\101_OFT.MP4-cut.mov;5,709818689;0,010573445;Marco;4;close_side;0,1;1;0,1;touched;stationary;330;214;8;62;152;8;268;62;0
BD22-102;barred;29.10.2022;11:24:00;OFT_ESC_SOC;right_box;0A4F;1800;1;MH;BD22-087;BD22-081;27.10.2022;31.10.2022;Lagoon_A;10;5;BD22-101;black_barred;6,73;92,153;0,170645;1;540,061;0;-666,372;666,372;E:\test_videos\OFT\vids_cut\l_algned\102_OFT.MP4-cut.mov;13,69286776;0,025355869;Mel;1;far_side;0,68;3;0,226666667;to_hand_include;stationary;40;34;24;26;0;0;14;34;0
BD22-102;barred;29.10.2022;11:24:00;OFT_ESC_SOC;right_box;0A4F;1800;1;MH;BD22-087;BD22-081;27.10.2022;31.10.2022;Lagoon_A;10;5;BD22-101;black_barred;6,73;92,153;0,170645;1;540,061;0;-666,372;666,372;E:\test_videos\OFT\vids_cut\l_algned\102_OFT.MP4-cut.mov;13,69286776;0,025355869;Mel;2;middle;0,76;4;0,19;to_hand_include;stationary;40;34;24;26;0;0;14;34;0
BD22-102;barred;29.10.2022;11:24:00;OFT_ESC_SOC;right_box;0A4F;1800;1;MH;BD22-087;BD22-081;27.10.2022;31.10.2022;Lagoon_A;10;5;BD22-101;black_barred;6,73;92,153;0,170645;1;540,061;0;-666,372;666,372;E:\test_videos\OFT\vids_cut\l_algned\102_OFT.MP4-cut.mov;13,69286776;0,025355869;Mel;3;close_side;0,64;3;0,213333333;to_hand_include;stationary;40;34;24;26;0;0;14;34;0
BD22-102;barred;29.10.2022;11:24:00;OFT_ESC_SOC;right_box;0A4F;1800;1;MH;BD22-087;BD22-081;27.10.2022;31.10.2022;Lagoon_A;10;5;BD22-101;black_barred;6,73;92,153;0,170645;1;540,061;0;-666,372;666,372;E:\test_videos\OFT\vids_cut\l_algned\102_OFT.MP4-cut.mov;13,69286776;0,025355869;Mel;4;far_side;0,64;2;0,32;to_hand_include;stationary;40;34;24;26;0;0;14;34;0
BD22-103;black;29.10.2022;09:40:00;OFT_ESC_SOC;left_box;7607;1800;1;MH;BD22-083;BD22-088;27.10.2022;31.10.2022;Lagoon_A;10;7;BD22-104;black_black;7,41;877,763;1,62544;1;540,049;0;-880,827;890,231;E:\test_videos\OFT\vids_cut\r_aligned\103_OFT.MP4-cut.mov;118,4565452;0,219357625;Jakob;1;far_side;2,3;4;0,575;to_hand_include;stationary;78;148;12;34;96;0;44;52;12
BD22-103;black;29.10.2022;09:40:00;OFT_ESC_SOC;left_box;7607;1800;1;MH;BD22-083;BD22-088;27.10.2022;31.10.2022;Lagoon_A;10;7;BD22-104;black_black;7,41;877,763;1,62544;1;540,049;0;-880,827;890,231;E:\test_videos\OFT\vids_cut\r_aligned\103_OFT.MP4-cut.mov;118,4565452;0,219357625;Jakob;2;far_side;0,7;3;0,233333333;to_hand_include;stationary;78;148;12;34;96;0;44;52;12
BD22-103;black;29.10.2022;09:40:00;OFT_ESC_SOC;left_box;7607;1800;1;MH;BD22-083;BD22-088;27.10.2022;31.10.2022;Lagoon_A;10;7;BD22-104;black_black;7,41;877,763;1,62544;1;540,049;0;-880,827;890,231;E:\test_videos\OFT\vids_cut\r_aligned\103_OFT.MP4-cut.mov;118,4565452;0,219357625;Jakob;3;close_side;2,17;2;1,085;to_hand_include;stationary;78;148;12;34;96;0;44;52;12
BD22-103;black;29.10.2022;09:40:00;OFT_ESC_SOC;left_box;7607;1800;1;MH;BD22-083;BD22-088;27.10.2022;31.10.2022;Lagoon_A;10;7;BD22-104;black_black;7,41;877,763;1,62544;1;540,049;0;-880,827;890,231;E:\test_videos\OFT\vids_cut\r_aligned\103_OFT.MP4-cut.mov;118,4565452;0,219357625;Jakob;4;close_side;2,47;3;0,823333333;to_hand_include;stationary;78;148;12;34;96;0;44;52;12
BD22-105;black;02.11.2022;14:08:00;OFT_ESC_SOC;left_box;7607;1800;1;JG;BD22-096;BD22-097;31.10.2022;03.11.2022;Bastimentos_A2;25;1;BD22-106;black_black;8,35;938,393;1,73772;1;540,049;0;-889,948;904,923;E:\test_videos\OFT\vids_cut\r_aligned\105_OFT.MP4-cut.mov;112,3823952;0,20811018;Mel;1;far_side;0,28;1;0,28;to_hand_include;stationary;112;102;10;112;102;10;0;0;0
BD22-105;black;02.11.2022;14:08:00;OFT_ESC_SOC;left_box;7607;1800;1;JG;BD22-096;BD22-097;31.10.2022;03.11.2022;Bastimentos_A2;25;1;BD22-106;black_black;8,35;938,393;1,73772;1;540,049;0;-889,948;904,923;E:\test_videos\OFT\vids_cut\r_aligned\105_OFT.MP4-cut.mov;112,3823952;0,20811018;Mel;2;far_side;0,52;2;0,26;to_hand_include;stationary;112;102;10;112;102;10;0;0;0
BD22-105;black;02.11.2022;14:08:00;OFT_ESC_SOC;left_box;7607;1800;1;JG;BD22-096;BD22-097;31.10.2022;03.11.2022;Bastimentos_A2;25;1;BD22-106;black_black;8,35;938,393;1,73772;1;540,049;0;-889,948;904,923;E:\test_videos\OFT\vids_cut\r_aligned\105_OFT.MP4-cut.mov;112,3823952;0,20811018;Mel;3;middle;0,48;2;0,24;to_hand_include;stationary;112;102;10;112;102;10;0;0;0
BD22-105;black;02.11.2022;14:08:00;OFT_ESC_SOC;left_box;7607;1800;1;JG;BD22-096;BD22-097;31.10.2022;03.11.2022;Bastimentos_A2;25;1;BD22-106;black_black;8,35;938,393;1,73772;1;540,049;0;-889,948;904,923;E:\test_videos\OFT\vids_cut\r_aligned\105_OFT.MP4-cut.mov;112,3823952;0,20811018;Mel;4;far_side;0,44;2;0,22;to_hand_include;stationary;112;102;10;112;102;10;0;0;0
BD22-106;black;02.11.2022;14:11:00;OFT_ESC_SOC;right_box;0A4F;1800;1;JG;BD22-099;BD22-098;31.10.2022;03.11.2022;Bastimentos_A2;25;1;BD22-105;black_black;7,7;5422,15;10,0406;1;540,054;0;-922,199;977,7;E:\test_videos\OFT\vids_cut\106_OFT.MP4-cut.mov;704,1753247;1,303974026;Mel;1;far_side;1,08;4;0,27;to_hand_include;stationary;38;36;8;38;28;8;0;8;0
BD22-106;black;02.11.2022;14:11:00;OFT_ESC_SOC;right_box;0A4F;1800;1;JG;BD22-099;BD22-098;31.10.2022;03.11.2022;Bastimentos_A2;25;1;BD22-105;black_black;7,7;5422,15;10,0406;1;540,054;0;-922,199;977,7;E:\test_videos\OFT\vids_cut\106_OFT.MP4-cut.mov;704,1753247;1,303974026;Mel;2;close_side;0,36;2;0,18;to_hand_include;swimming;38;36;8;38;28;8;0;8;0
BD22-106;black;02.11.2022;14:11:00;OFT_ESC_SOC;right_box;0A4F;1800;1;JG;BD22-099;BD22-098;31.10.2022;03.11.2022;Bastimentos_A2;25;1;BD22-105;black_black;7,7;5422,15;10,0406;1;540,054;0;-922,199;977,7;E:\test_videos\OFT\vids_cut\106_OFT.MP4-cut.mov;704,1753247;1,303974026;Mel;3;middle;0,76;3;0,253333333;to_hand_include;swimming;38;36;8;38;28;8;0;8;0
BD22-106;black;02.11.2022;14:11:00;OFT_ESC_SOC;right_box;0A4F;1800;1;JG;BD22-099;BD22-098;31.10.2022;03.11.2022;Bastimentos_A2;25;1;BD22-105;black_black;7,7;5422,15;10,0406;1;540,054;0;-922,199;977,7;E:\test_videos\OFT\vids_cut\106_OFT.MP4-cut.mov;704,1753247;1,303974026;Mel;4;close_side;0,64;2;0,32;to_hand_include;stationary;38;36;8;38;28;8;0;8;0
BD22-107;black;02.11.2022;14:56:00;OFT_ESC_SOC;left_box;7607;1800;1;JG;BD22-096;BD22-097;31.10.2022;03.11.2022;Bastimentos_A2;25;H2;BD22-108;black_black;7,17;898,287;1,66345;1;540,049;0;-900,939;915,193;E:\test_videos\OFT\vids_cut\r_aligned\107_OFT.MP4-cut.mov;125,2841004;0,232001395;Jakob;1;far_side;0,5;1;0,5;to_hand_include;stationary;86;138;44;70;22;12;16;116;32
BD22-107;black;02.11.2022;14:56:00;OFT_ESC_SOC;left_box;7607;1800;1;JG;BD22-096;BD22-097;31.10.2022;03.11.2022;Bastimentos_A2;25;H2;BD22-108;black_black;7,17;898,287;1,66345;1;540,049;0;-900,939;915,193;E:\test_videos\OFT\vids_cut\r_aligned\107_OFT.MP4-cut.mov;125,2841004;0,232001395;Jakob;2;middle;1,63;4;0,4075;to_hand_include;stationary;86;138;44;70;22;12;16;116;32
BD22-107;black;02.11.2022;14:56:00;OFT_ESC_SOC;left_box;7607;1800;1;JG;BD22-096;BD22-097;31.10.2022;03.11.2022;Bastimentos_A2;25;H2;BD22-108;black_black;7,17;898,287;1,66345;1;540,049;0;-900,939;915,193;E:\test_videos\OFT\vids_cut\r_aligned\107_OFT.MP4-cut.mov;125,2841004;0,232001395;Jakob;3;far_side;0,53;2;0,265;to_hand_include;stationary;86;138;44;70;22;12;16;116;32
BD22-107;black;02.11.2022;14:56:00;OFT_ESC_SOC;left_box;7607;1800;1;JG;BD22-096;BD22-097;31.10.2022;03.11.2022;Bastimentos_A2;25;H2;BD22-108;black_black;7,17;898,287;1,66345;1;540,049;0;-900,939;915,193;E:\test_videos\OFT\vids_cut\r_aligned\107_OFT.MP4-cut.mov;125,2841004;0,232001395;Jakob;4;far_side;1,47;2;0,735;to_hand_include;stationary;86;138;44;70;22;12;16;116;32
BD22-108;black;02.11.2022;15:00:00;OFT_ESC_SOC;right_box;0A4F;1800;1;JG;BD22-099;BD22-098;31.10.2022;03.11.2022;Bastimentos_A2;25;H2;BD22-107;black_black;7,62;11965,9;22,1584;1;540,049;0;-903,798;993,117;E:\test_videos\OFT\vids_cut\108_OFT.MP4-cut.mov;1570,328084;2,907926509;Marco;1;close_side;0,88;2;0,44;to_hand_include;stationary;74;32;12;22;20;8;12;52;4
BD22-108;black;02.11.2022;15:00:00;OFT_ESC_SOC;right_box;0A4F;1800;1;JG;BD22-099;BD22-098;31.10.2022;03.11.2022;Bastimentos_A2;25;H2;BD22-107;black_black;7,62;11965,9;22,1584;1;540,049;0;-903,798;993,117;E:\test_videos\OFT\vids_cut\108_OFT.MP4-cut.mov;1570,328084;2,907926509;Marco;2;NA;NA;NA;NA;NA;NA;74;32;12;22;20;8;12;52;4
BD22-108;black;02.11.2022;15:00:00;OFT_ESC_SOC;right_box;0A4F;1800;1;JG;BD22-099;BD22-098;31.10.2022;03.11.2022;Bastimentos_A2;25;H2;BD22-107;black_black;7,62;11965,9;22,1584;1;540,049;0;-903,798;993,117;E:\test_videos\OFT\vids_cut\108_OFT.MP4-cut.mov;1570,328084;2,907926509;Marco;3;NA;NA;NA;NA;NA;NA;74;32;12;22;20;8;12;52;4
BD22-108;black;02.11.2022;15:00:00;OFT_ESC_SOC;right_box;0A4F;1800;1;JG;BD22-099;BD22-098;31.10.2022;03.11.2022;Bastimentos_A2;25;H2;BD22-107;black_black;7,62;11965,9;22,1584;1;540,049;0;-903,798;993,117;E:\test_videos\OFT\vids_cut\108_OFT.MP4-cut.mov;1570,328084;2,907926509;Marco;4;NA;NA;NA;NA;NA;NA;74;32;12;22;20;8;12;52;4
BD22-109;barred;02.11.2022;12:08:00;OFT_ESC_SOC;left_box;7607;1800;1;JG;BD22-096;BD22-097;31.10.2022;07.11.2022;Solarte_B;10;2;BD22-110;black_barred;7,6;4924,66;9,11927;1;540,061;0;-897,763;925,342;E:\test_videos\OFT\vids_cut\r_aligned\109_OFT.MP4-cut.mov;647,9815789;1,199903947;Jakob;1;middle;0,83;2;0,415;to_hand_include;stationary;226;100;0;226;60;0;0;40;0
BD22-109;barred;02.11.2022;12:08:00;OFT_ESC_SOC;left_box;7607;1800;1;JG;BD22-096;BD22-097;31.10.2022;07.11.2022;Solarte_B;10;2;BD22-110;black_barred;7,6;4924,66;9,11927;1;540,061;0;-897,763;925,342;E:\test_videos\OFT\vids_cut\r_aligned\109_OFT.MP4-cut.mov;647,9815789;1,199903947;Jakob;2;far_side;0,48;4;0,12;to_hand_include;stationary;226;100;0;226;60;0;0;40;0
BD22-109;barred;02.11.2022;12:08:00;OFT_ESC_SOC;left_box;7607;1800;1;JG;BD22-096;BD22-097;31.10.2022;07.11.2022;Solarte_B;10;2;BD22-110;black_barred;7,6;4924,66;9,11927;1;540,061;0;-897,763;925,342;E:\test_videos\OFT\vids_cut\r_aligned\109_OFT.MP4-cut.mov;647,9815789;1,199903947;Jakob;3;close_side;1,3;5;0,26;to_hand_include;stationary;226;100;0;226;60;0;0;40;0
BD22-109;barred;02.11.2022;12:08:00;OFT_ESC_SOC;left_box;7607;1800;1;JG;BD22-096;BD22-097;31.10.2022;07.11.2022;Solarte_B;10;2;BD22-110;black_barred;7,6;4924,66;9,11927;1;540,061;0;-897,763;925,342;E:\test_videos\OFT\vids_cut\r_aligned\109_OFT.MP4-cut.mov;647,9815789;1,199903947;Jakob;4;close_side;1,92;4;0,48;to_hand_include;stationary;226;100;0;226;60;0;0;40;0
BD22-110;black;02.11.2022;12:11:00;OFT_ESC_SOC;right_box;0A4F;1800;1;JG;BD22-099;BD22-098;31.10.2022;03.11.2022;Solarte_B;10;2;BD22-109;black_barred;7,34;575,178;1,06511;1;540,049;0;-897,039;897,469;E:\test_videos\OFT\vids_cut\110_OFT.MP4-cut.mov;78,36212534;0,145110354;Jakob;1;far_side;2,2;3;0,733333333;to_hand_include;stationary;144;122;10;58;58;0;86;64;10
BD22-110;black;02.11.2022;12:11:00;OFT_ESC_SOC;right_box;0A4F;1800;1;JG;BD22-099;BD22-098;31.10.2022;03.11.2022;Solarte_B;10;2;BD22-109;black_barred;7,34;575,178;1,06511;1;540,049;0;-897,039;897,469;E:\test_videos\OFT\vids_cut\110_OFT.MP4-cut.mov;78,36212534;0,145110354;Jakob;2;middle;0,8;2;0,4;to_hand_include;stationary;144;122;10;58;58;0;86;64;10
BD22-110;black;02.11.2022;12:11:00;OFT_ESC_SOC;right_box;0A4F;1800;1;JG;BD22-099;BD22-098;31.10.2022;03.11.2022;Solarte_B;10;2;BD22-109;black_barred;7,34;575,178;1,06511;1;540,049;0;-897,039;897,469;E:\test_videos\OFT\vids_cut\110_OFT.MP4-cut.mov;78,36212534;0,145110354;Jakob;3;far_side;0,3;2;0,15;to_hand_include;stationary;144;122;10;58;58;0;86;64;10
BD22-110;black;02.11.2022;12:11:00;OFT_ESC_SOC;right_box;0A4F;1800;1;JG;BD22-099;BD22-098;31.10.2022;03.11.2022;Solarte_B;10;2;BD22-109;black_barred;7,34;575,178;1,06511;1;540,049;0;-897,039;897,469;E:\test_videos\OFT\vids_cut\110_OFT.MP4-cut.mov;78,36212534;0,145110354;Jakob;4;middle;0,6;2;0,3;to_hand_include;stationary;144;122;10;58;58;0;86;64;10
BD22-111;black;02.11.2022;09:52:00;OFT_ESC_SOC;left_box;7607;1800;1;JG;BD22-099;BD22-098;31.10.2022;03.11.2022;Solarte_B;10;3;BD22-112;black_barred;7,16;68,8196;0,12744;1;540,049;0;-890,759;907,061;E:\test_videos\OFT\vids_cut\r_aligned\111_OFT.MP4-cut.mov;9,611675978;0,017798883;Jakob;1;far_side;0,27;1;0,27;to_hand_include;stationary;64;170;32;64;156;28;0;14;4
BD22-111;black;02.11.2022;09:52:00;OFT_ESC_SOC;left_box;7607;1800;1;JG;BD22-099;BD22-098;31.10.2022;03.11.2022;Solarte_B;10;3;BD22-112;black_barred;7,16;68,8196;0,12744;1;540,049;0;-890,759;907,061;E:\test_videos\OFT\vids_cut\r_aligned\111_OFT.MP4-cut.mov;9,611675978;0,017798883;Jakob;2;middle;0,33;2;0,165;to_hand_include;stationary;64;170;32;64;156;28;0;14;4
BD22-111;black;02.11.2022;09:52:00;OFT_ESC_SOC;left_box;7607;1800;1;JG;BD22-099;BD22-098;31.10.2022;03.11.2022;Solarte_B;10;3;BD22-112;black_barred;7,16;68,8196;0,12744;1;540,049;0;-890,759;907,061;E:\test_videos\OFT\vids_cut\r_aligned\111_OFT.MP4-cut.mov;9,611675978;0,017798883;Jakob;3;middle;0,57;2;0,285;to_hand_include;stationary;64;170;32;64;156;28;0;14;4
BD22-111;black;02.11.2022;09:52:00;OFT_ESC_SOC;left_box;7607;1800;1;JG;BD22-099;BD22-098;31.10.2022;03.11.2022;Solarte_B;10;3;BD22-112;black_barred;7,16;68,8196;0,12744;1;540,049;0;-890,759;907,061;E:\test_videos\OFT\vids_cut\r_aligned\111_OFT.MP4-cut.mov;9,611675978;0,017798883;Jakob;4;far_side;0,43;2;0,215;to_hand_include;stationary;64;170;32;64;156;28;0;14;4
BD22-112;barred;02.11.2022;09:55:00;OFT_ESC_SOC;right_box;0A4F;1800;1;JG;BD22-096;BD22-097;31.10.2022;03.11.2022;Solarte_B;10;3;BD22-111;black_barred;7,74;5733,6;10,6174;1;540,052;0;-897,507;975,297;E:\test_videos\OFT\vids_cut\112_OFT.MP4-cut.mov;740,7751938;1,371757106;Jakob;1;close_side;3;9;0,333333333;to_hand_include;stationary;106;42;36;92;42;0;14;0;36
BD22-112;barred;02.11.2022;09:55:00;OFT_ESC_SOC;right_box;0A4F;1800;1;JG;BD22-096;BD22-097;31.10.2022;03.11.2022;Solarte_B;10;3;BD22-111;black_barred;7,74;5733,6;10,6174;1;540,052;0;-897,507;975,297;E:\test_videos\OFT\vids_cut\112_OFT.MP4-cut.mov;740,7751938;1,371757106;Jakob;2;far_side;1,53;4;0,3825;to_hand_include;stationary;106;42;36;92;42;0;14;0;36
BD22-112;barred;02.11.2022;09:55:00;OFT_ESC_SOC;right_box;0A4F;1800;1;JG;BD22-096;BD22-097;31.10.2022;03.11.2022;Solarte_B;10;3;BD22-111;black_barred;7,74;5733,6;10,6174;1;540,052;0;-897,507;975,297;E:\test_videos\OFT\vids_cut\112_OFT.MP4-cut.mov;740,7751938;1,371757106;Jakob;3;far_side;0,97;3;0,323333333;to_hand_include;stationary;106;42;36;92;42;0;14;0;36
BD22-112;barred;02.11.2022;09:55:00;OFT_ESC_SOC;right_box;0A4F;1800;1;JG;BD22-096;BD22-097;31.10.2022;03.11.2022;Solarte_B;10;3;BD22-111;black_barred;7,74;5733,6;10,6174;1;540,052;0;-897,507;975,297;E:\test_videos\OFT\vids_cut\112_OFT.MP4-cut.mov;740,7751938;1,371757106;Jakob;4;far_side;0,47;2;0,235;to_hand_include;stationary;106;42;36;92;42;0;14;0;36
BD22-113;barred;02.11.2022;10:40:00;OFT_ESC_SOC;left_box;7607;1800;1;JG;BD22-099;BD22-098;31.10.2022;03.11.2022;Solarte_B;10;4;BD22-114;barred_barred;8,09;135,343;0,250626;1;540,052;0;-887,184;887,184;E:\test_videos\OFT\vids_cut\r_aligned\113_OFT.MP4-cut.mov;16,72966625;0,030979728;Jakob;1;close_side;0,63;2;0,315;to_hand_include;stationary;98;98;36;30;58;30;68;40;6
BD22-113;barred;02.11.2022;10:40:00;OFT_ESC_SOC;left_box;7607;1800;1;JG;BD22-099;BD22-098;31.10.2022;03.11.2022;Solarte_B;10;4;BD22-114;barred_barred;8,09;135,343;0,250626;1;540,052;0;-887,184;887,184;E:\test_videos\OFT\vids_cut\r_aligned\113_OFT.MP4-cut.mov;16,72966625;0,030979728;Jakob;2;middle;1,6;2;0,8;to_hand_include;stationary;98;98;36;30;58;30;68;40;6
BD22-113;barred;02.11.2022;10:40:00;OFT_ESC_SOC;left_box;7607;1800;1;JG;BD22-099;BD22-098;31.10.2022;03.11.2022;Solarte_B;10;4;BD22-114;barred_barred;8,09;135,343;0,250626;1;540,052;0;-887,184;887,184;E:\test_videos\OFT\vids_cut\r_aligned\113_OFT.MP4-cut.mov;16,72966625;0,030979728;Jakob;3;middle;0,43;3;0,143333333;to_hand_include;stationary;98;98;36;30;58;30;68;40;6
BD22-113;barred;02.11.2022;10:40:00;OFT_ESC_SOC;left_box;7607;1800;1;JG;BD22-099;BD22-098;31.10.2022;03.11.2022;Solarte_B;10;4;BD22-114;barred_barred;8,09;135,343;0,250626;1;540,052;0;-887,184;887,184;E:\test_videos\OFT\vids_cut\r_aligned\113_OFT.MP4-cut.mov;16,72966625;0,030979728;Jakob;4;far_side;0,73;2;0,365;to_hand_include;stationary;98;98;36;30;58;30;68;40;6
BD22-114;barred;02.11.2022;10:42:00;OFT_ESC_SOC;right_box;0A4F;1800;1;JG;BD22-096;BD22-097;31.10.2022;03.11.2022;Solarte_B;10;4;BD22-113;barred_barred;7,64;89,9301;0,166531;1;540,052;0;-565,114;565,114;E:\test_videos\OFT\vids_cut\114_OFT.MP4-cut.mov;11,7709555;0,021797251;Mel;1;middle;1,04;3;0,346666667;to_hand_include;stationary;92;94;34;26;58;26;66;36;8
